# FUND scenario
FSU,0.000843577
SIS,0.016100089
EEU,0.00835033
CHI,0.001476384
ANZ,0.001368132
LAM,-0.006364388
SSA,0.001314669
MDE,0.000280492
CAN,0.003618975
JPK,0.012243996
WEU,0.017586305
CAM,-0.039228346
USA,0.003172249
MAF,0.227524666
SAS,-0.00264269
SEA,-0.008841248
