# FUND scenario
FSU,0.000294467
SIS,-7.08E-05
EEU,0.000712004
CHI,0.000353408
ANZ,0.000139479
LAM,7.31E-07
SSA,1.39E-05
MDE,7.70E-05
CAN,0.000986361
JPK,0.00063911
WEU,0.00080654
CAM,-2.09E-05
USA,0.000337634
MAF,0.00047989
SAS,-0.000143948
SEA,-0.000240492
