# FUND scenario
USA,-0.7538830
CAN,-0.7925235
WEU,-0.8196099
JPK,-0.7693120
ANZ,-0.6776009
EEU,-0.8170854
FSU,-0.8954944
MDE,-0.5476918
CAM,-0.6539621
LAM,-0.5049966
SAS,-0.5951928
SEA,-0.5648793
CHI,-0.8136120
MAF,-0.5702028
SSA,-0.4964076
SIS,-0.4759675
