# FUND scenario
FUND-FSU,0.907673651
FUND-SIS,0.015818119
FUND-EEU,0.369129244
FUND-CHI,0.469519283
FUND-ANZ,0.112296529
FUND-LAM,0.023617506
FUND-SSA,0.021134131
FUND-MDE,0.035142631
FUND-CAN,0.394867119
FUND-JPK,0.297620671
FUND-WEU,0.459375993
FUND-CAM,0.090746497
FUND-USA,0.301612863
FUND-MAF,0.04007256
FUND-SAS,0.07291983
FUND-SEA,0.048163051
